"ID","Year","Edition","Expansion","Number","Team","Name","Points","Icons","Position1","Position2","Hand","OnBase","Out_H","HR_H","Speed","Control","Out_P","HR_P","IP","PU","SO","GB","FB","BB","Single","SinglePlus","Double","Triple","HR","Def_C","Def_1B","Def_2B","Def_SS","Def_3B","Def_LFRF","Def_CF","Icon_R","Icon_RY","Icon_G","Icon_S","Icon_SB","Icon_HR","Icon_V","Icon_20","Icon_CY","Icon_K","PU_n","SO_n","GB_n","FB_n","BB_n","Single_n","SinglePlus_n","Double_n","Triple_n","HR_n","WHIP_all","WHIP_350","oOBP_all","oOBP_350","oSLG_all","oSLG_350","oOPS_all","oOPS_350","BA_all","BA_350","OBP_all","OBP_350","SLG_all","SLG_350","OPS_all","OPS_350","Role","OPS_z"
578,"'02","UL","PR","31","Marlins","Mike Lowell","260","","3B+2","","R",11,6,20,11,NA,NA,NA,NA,"'","'1","'2","'3-6","'7-9","'10-15","'","'16-19","'","'20+",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,1,1,4,3,6,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.331901661992586,0.327953777147342,0.382481190150479,0.375964566929134,0.514471003937851,0.503900405263293,0.89695219408833,0.879864972192427,"Batter",0.564057716856873
579,"'02","ASG","ASG","31","Diamondbacks","Luis Gonzalez","630","","LF-RF+1","","L",12,5,18,14,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-10","'11-14","'","'15-17","'","'18+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,2,2,5,4,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.365756065275007,0.361640088562362,0.429567373461012,0.422810039370079,0.733230830623943,0.719415257158258,1.16279820408496,1.14222529652834,"Batter",2.48677217279754
580,"'03","UL","Base","31","Braves","Keith Lockhart","40","","2B+3","","L",8,7,20,9,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8-11","'12-17","'","'18-19","'","'20+",NA,NA,3,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,3,4,6,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.236215901449259,0.232995757677639,0.294098837209302,0.287436023622047,0.3407425720006,0.330878892653898,0.634841409209903,0.618314916275945,"Batter",-1.33164195962163
581,"'03","P","Base","31","Red Sox","Manny Ramirez","490","S","LF-RF+0","","R",13,6,19,8,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,0,NA,"","","","1","","","","","","",0,2,2,2,5,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.360266298604905,0.356731371414777,0.433777359781122,0.427647637795276,0.63792786393003,0.627303121250227,1.07170522371115,1.0549507590455,"Batter",1.82794795270992
582,"'03","UL","TD","31","Cubs","Mark Grudzielanek","140","","2B+1","","R",9,7,20,10,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-9","'10-18","'","'19","'","'20+",NA,NA,1,NA,NA,NA,NA,"","","","","","","","","","",0,2,3,2,2,9,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.270986195198674,0.26734611752043,0.317246922024624,0.310777559055118,0.363828513195424,0.354623055958466,0.681075435220048,0.665400615013584,"Batter",-0.997257290214064
583,"'03","UL","PR","31","Tigers","Craig Monroe","120","R","LF-RF+2","","R",9,7,19,10,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-11","'12-17","'","'18","'","'19+",NA,NA,NA,NA,NA,2,NA,"1","","","","","","","","","",0,2,3,2,4,6,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.257435266106106,0.254217289873886,0.317246922024624,0.310777559055118,0.410288841512797,0.399636179318046,0.727535763537421,0.710413738373164,"Batter",-0.661235903680194
584,"'04","UL","Base","31","Braves","Russ Ortiz","290","20","Starter","","R",NA,NA,NA,NA,3,16,26,6,"'1-4","'5-8","'9-14","'15-16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","1","","",4,4,6,2,1,2,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.509060678919783,0.574316123954002,0.877639150571386,0.968973181608077,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.319188800030122
585,"'04","UL","TD","31","Devil Rays","Robert Fick","160","","LF-RF+1","","L",9,5,20,11,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-9","'10-16","'","'17-19","'","'20+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,2,2,4,7,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.292280512344137,0.287977132393571,0.345123119015048,0.337785433070866,0.427711464631812,0.416516100577888,0.77283458364686,0.754301533648754,"Batter",-0.333615051809671
586,"'04","P","Base","31","Giants","Jesse Foppert","90","R","Starter","","R",NA,NA,NA,NA,1,18,24,5,"'1-2","'3-6","'7-10","'11-18","'19","'20-21","'","'22-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"1","","","","","","","","","",2,4,4,8,1,1,0,0,0,0,1.71615551299978,1.929036373389,0.36388866064092,0.394378727634195,0.512682514157639,0.590380408685843,0.876571174798559,0.984759136320037,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.309507083072429
587,"'04","UL","PR","31","Athletics","Mark Mulder","450","","Starter","","L",NA,NA,NA,NA,5,16,26,7,"'1","'2-6","'7-13","'14-16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,5,7,3,1,2,0,1,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.414622637956027,0.473963913525567,0.730359080026692,0.815721700139218,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",1.01597627843343
588,"'05","UL","Base","31","Braves","John Smoltz","220","","Closer","","R",NA,NA,NA,NA,5,17,25,1,"'1-3","'4-9","'10-15","'16-17","'18","'19-22","'","'23-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,6,6,2,1,2,0,0,0,0,1.14915832090347,1.29781317153331,0.276961791290057,0.305168986083499,0.332991794207378,0.396719331482223,0.609953585497436,0.701888317565722,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",1.31903541971921
589,"'05","UL","TD","31","Mariners","Aaron Sele","20","","Starter","","R",NA,NA,NA,NA,1,15,25,5,"'1-3","'4-5","'6-12","'13-15","'16","'17-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,2,7,3,1,3,0,1,0,0,2.45671599407399,2.67574786324786,0.450218775677896,0.474145129224652,0.633847587893746,0.702764309614635,1.08406636357164,1.17690943883929,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-2.19055133416785
590,"'05","UL","TD","32","Mets","Carlos Beltran","520","","CF+2","","S",11,6,19,23,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-11","'12","'13-16","'17","'18","'19+",NA,NA,NA,NA,NA,NA,2,"","","","","","","","","","",0,1,2,3,5,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.618444878029211,0.605490647659464,1.00092606817969,0.981455214588598,"Batter",1.31604218620494
591,"'00","1st","Base","32","Braves","Bret Boone","190","","2B+2","","R",6,2,1720,15,NA,NA,NA,NA,"'","'","'1","'2","'3-5","'6-11","'12","'13-16","'","'17-20",NA,NA,2,NA,NA,NA,NA,"","","","","","","","","","",0,0,1,1,3,6,1,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.234962066921112,0.228960231497282,0.27999316005472,0.270772637795276,0.397262157785091,0.378313948783685,0.67725531783981,0.649086586578961,"Batter",-1.02488604759307
592,"'00","1st","PR","32","White Sox","Mark L. Johnson","190","","C+7","","L",8,5,20,15,NA,NA,NA,NA,"'","'1-3","'4","'5","'6-13","'14-17","'","'18-19","'","'20+",7,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,3,1,1,8,4,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.240981775822264,0.23758073143092,0.316975034199726,0.309443897637795,0.369337818238631,0.358388735173583,0.686312852438357,0.667832632811379,"Batter",-0.959378001382294
593,"'01","1st","Base","32","Braves","Bobby Bonilla","140","","LF-RF+0","","S",8,5,20,10,NA,NA,NA,NA,"'","'1-2","'","'3-5","'6-11","'12-16","'","'17-18","'19","'20+",NA,NA,NA,NA,NA,0,NA,"","","","","","","","","","",0,2,0,3,6,5,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.254598559745136,0.250680656440294,0.316975034199726,0.309443897637795,0.402018099653522,0.38982855519608,0.718993133853248,0.699272452833876,"Batter",-0.723019932658906
594,"'01","1st","PR","32","Astros","Octavio Dotel","200","","Starter","","R",NA,NA,NA,NA,6,14,20,6,"'1-3","'4-8","'9-10","'11-14","'15-16","'17-18","'","'19","'","'20+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,5,2,4,2,2,0,1,0,1,1.77813131354442,1.92420585111519,0.372139482333607,0.393671305500331,0.561112397815283,0.607566921228446,0.93325188014889,1.00123822672878,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.823345093378646
595,"'02","UL","Base","32","Braves","Steve Karsay","230","","Reliever","","R",NA,NA,NA,NA,4,18,27,1,"'1","'2-7","'8-14","'15-18","'","'19-26","'","'","'","'27+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,6,7,4,0,2,0,0,0,0,1.10730055517744,1.26621160409556,0.269593262119967,0.300029821073559,0.381622247569938,0.448559523383747,0.651215509689905,0.748589344457306,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",1.01285158623846
596,"'02","UL","TD","32","Mariners","Jeff Cirillo","280","","3B+3","","R",10,5,20,17,NA,NA,NA,NA,"'","'","'1-4","'5","'6-7","'8-16","'17","'18-19","'","'20+",NA,NA,NA,NA,3,NA,NA,"","","","","","","","","","",0,0,4,1,2,9,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.331165223178215,0.326562509734174,0.373271203830369,0.366126968503937,0.460372141728749,0.449774699577994,0.833643345559118,0.815901668081931,"Batter",0.106180473344292
597,"'02","UL","PR","32","Indians","Omar Vizquel","310","","SS+4","","S",11,7,22,19,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8-11","'12-15","'16","'17","'18-21","'22+",NA,NA,NA,4,NA,NA,NA,"","","","","","","","","","",0,1,4,2,4,4,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0.299873995419801,0.296660354266378,0.363543091655267,0.35746062992126,0.504027199620638,0.493696028236892,0.867570291275905,0.851156658158152,"Batter",0.351554962795569
598,"'02","ASG","ASG","32","Dodgers","Shawn Green","500","","LF-RF+1","","L",11,6,17,18,NA,NA,NA,NA,"'","'1-3","'4-5","'6","'7-10","'11-14","'15","'16","'","'17+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,3,2,1,4,4,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.323546618538816,0.319790275526221,0.382481190150479,0.375964566929134,0.669735561453744,0.65560547705579,1.05221675160422,1.03157004398492,"Batter",1.68699881059316
599,"'03","UL","Base","32","Braves","Javy Lopez","70","","C+6","","R",8,6,20,8,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-17","'","'18-19","'","'20+",6,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,2,3,8,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.255559744492632,0.251605357029191,0.305536935704514,0.298439960629921,0.355881231773675,0.345442926929026,0.66141816747819,0.643882887558947,"Batter",-1.13942723608629
600,"'03","P","Base","32","Diamondbacks","Steve Finley","350","","CF+1","","L",10,5,19,14,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-9","'10-14","'15-16","'17-18","'","'19+",NA,NA,NA,NA,NA,NA,1,"","","","","","","","","","",0,1,2,2,4,5,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.319749877000984,0.315448664589817,0.373271203830369,0.366126968503937,0.533430357263024,0.520903308501878,0.906701561093394,0.887030277005815,"Batter",0.634569397198231
601,"'03","UL","TD","32","Diamondbacks","Matt Williams","140","","3B+0","","R",9,6,19,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-10","'11-17","'","'18","'","'19+",NA,NA,NA,NA,0,NA,NA,"","","","","","","","","","",0,2,2,2,4,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.274857889225121,0.271097211133728,0.331185020519836,0.324281496062992,0.427711464631812,0.416516100577888,0.758896485151648,0.74079759664088,"Batter",-0.434421467769832
602,"'03","UL","PR","32","Pirates","Joe Beimel","130","","Reliever","","L",NA,NA,NA,NA,3,17,23,1,"'1-2","'3-7","'8-15","'16-17","'18","'19-21","'","'22","'","'23+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,5,8,2,1,2,0,0,0,0,1.50993380551142,1.6875861688634,0.334801766639277,0.363068257123923,0.437951826262256,0.507597857700132,0.772753592901533,0.870666114824055,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.110979049755314
603,"'04","UL","Base","32","Braves","Gary Sheffield","510","S","LF-RF+1","","R",13,6,19,16,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-10","'11-15","'16","'17-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","1","","","","","","",0,1,3,2,4,5,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.372235347852511,0.368483339918714,0.433777359781122,0.427647637795276,0.648899492407002,0.638075759045503,1.08267685218812,1.06572339684078,"Batter",1.90729956185445
604,"'04","UL","TD","32","Rangers","Brad Fullmer","160","","1B+0","","L",11,6,19,11,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-10","'11-17","'","'18","'","'19+",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,2,3,4,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.323546618538816,0.319790275526221,0.382481190150479,0.375964566929134,0.515863511180146,0.505260988866813,0.898344701330625,0.881225555795947,"Batter",0.574128937428499
605,"'04","P","Base","32","Rockies","Greg Norton","70","","3B+2","1B+0","S",9,6,20,11,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-10","'11-16","'","'17-19","'","'20+",NA,0,NA,NA,2,NA,NA,"","","","","","","","","","",0,2,2,2,4,6,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.274857889225121,0.271097211133728,0.331185020519836,0.324281496062992,0.410288841512797,0.399636179318046,0.741473862032633,0.723917675381038,"Batter",-0.560429487720033
606,"'04","UL","PR","32","Rangers","Gerald Laird","260","R","C+10","","R",13,7,21,8,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-10","'11-18","'","'19-20","'","'21+",10,NA,NA,NA,NA,NA,NA,"1","","","","","","","","","",0,2,3,2,3,8,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.354633804841326,0.351201033295277,0.40983926128591,0.404143700787402,0.433280590519982,0.426367502908402,0.843119851805892,0.830511203695804,"Batter",0.174718705506268
607,"'05","UL","Base","32","Braves","John Thomson","290","","Starter","","R",NA,NA,NA,NA,3,16,25,6,"'1-2","'3-6","'7-13","'14-16","'17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,7,3,1,2,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.509060678919783,0.574316123954002,0.877639150571386,0.968973181608077,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.319188800030122
608,"'02","UL","TD","33","Reds","Juan Encarnacion","140","","LF-RF+1","","R",8,6,19,19,NA,NA,NA,NA,"'","'1-3","'4","'5-6","'7-8","'9-14","'15","'16-17","'18","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,3,1,2,2,6,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.260045273314284,0.255920626444044,0.305536935704514,0.298439960629921,0.426528310714691,0.413408420212953,0.732065246419205,0.711848380842875,"Batter",-0.62847670516955
609,"'02","UL","PR","33","Astros","Ricky Stone","70","","Reliever","","R",NA,NA,NA,NA,2,17,24,1,"'1-3","'4-8","'9-14","'15-17","'18-23","'","'","'","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,5,6,3,3,0,0,0,0,0,1.7150059163574,1.91024363473564,0.363733566146261,0.392017892644135,0.424617109664171,0.501582012449953,0.788350675810432,0.893599905094088,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.00475900002364536
610,"'02","ASG","ASG","33","Expos","Vladimir Guerrero","450","","LF-RF+1","","R",11,7,18,18,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8-10","'11-13","'14","'15-17","'","'18+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,4,2,3,3,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.309621546115866,0.30618443949102,0.363543091655267,0.35746062992126,0.614731525383091,0.601862424716744,0.978274617038358,0.959323054638004,"Batter",1.15221699823982
611,"'03","UL","Base","33","Braves","Greg Maddux","410","","Starter","","R",NA,NA,NA,NA,4,16,25,6,"'1-2","'3-5","'6-14","'15-16","'17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,9,2,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
612,"'03","P","Base","33","Blue Jays","Shannon Stewart","300","","LF-RF+1","","R",11,6,20,13,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-15","'16-17","'18-19","'","'20+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,3,2,3,6,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.331901661992586,0.327953777147342,0.382481190150479,0.375964566929134,0.492190888061131,0.482131067606971,0.87467207821161,0.858095634536105,"Batter",0.40291818771086
613,"'03","UL","TD","33","Twins","Michael Cuddyer","140","R","LF-RF+1","","R",9,7,20,12,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-9","'10-16","'","'17-19","'","'20+",NA,NA,NA,NA,NA,1,NA,"1","","","","","","","","","",0,2,3,2,2,7,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.270986195198674,0.26734611752043,0.317246922024624,0.310777559055118,0.394802065407006,0.384631804864852,0.71204898743163,0.695409363919971,"Batter",-0.773243032524818
614,"'03","UL","PR","33","Angels","Scott Schoeneweis","220","","Reliever","","L",NA,NA,NA,NA,4,16,24,2,"'1","'2-5","'6-14","'15-16","'17","'18-19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,4,9,2,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.120584404407446
615,"'04","UL","Base","33","Orioles","Tony Batista","80","","3B+1","","R",9,8,19,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-8","'9-10","'11-17","'","'18","'","'19+",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,2,4,2,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.255499419092883,0.252341743067237,0.303308823529412,0.297273622047244,0.394802065407006,0.384631804864852,0.698110888936418,0.681905426912097,"Batter",-0.874049448484979
616,"'04","UL","TD","33","Athletics","Eric Karros","160","","1B+0","","R",10,6,20,12,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-10","'11-17","'","'18-19","'","'20+",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,2,4,7,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.299202253881969,0.295443743329975,0.356833105335157,0.350123031496063,0.430692241667949,0.420878702202666,0.787525347003106,0.771001733698729,"Batter",-0.227365034838507
617,"'04","P","Base","33","Cubs","Hee Seop Choi","100","","1B+1","","L",11,6,20,10,NA,NA,NA,NA,"'","'1-3","'4-5","'6","'7-12","'13-16","'","'17-19","'","'20+",NA,1,NA,NA,NA,NA,NA,"","","","","","","","","","",0,3,2,1,6,4,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.303255798722518,0.29996462873207,0.382481190150479,0.375964566929134,0.492190888061131,0.482131067606971,0.87467207821161,0.858095634536105,"Batter",0.40291818771086
618,"'04","UL","PR","33","Twins","Joe Mauer","260","R","C+7","","L",11,7,20,11,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8-11","'12-16","'","'17-19","'","'20+",7,NA,NA,NA,NA,NA,NA,"1","","","","","","","","","",0,1,3,3,4,5,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.299873995419801,0.296660354266378,0.363543091655267,0.35746062992126,0.468518264942116,0.459001146347128,0.832061356597382,0.816461776268388,"Batter",0.0947388382191087
619,"'05","UL","Base","33","Braves","Jaret Wright","420","","Starter","","R",NA,NA,NA,NA,4,16,27,6,"'1","'2-6","'7-12","'13-16","'17","'18-19","'","'20-26","'","'27+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,5,6,4,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
620,"'05","UL","TD","33","Royals","Jose Lima","350","","Starter","","R",NA,NA,NA,NA,4,16,22,5,"'1-2","'3-5","'6-12","'13-16","'","'17-18","'","'19-21","'","'22+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,7,4,0,2,0,2,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.52672906761924,0.5853242292661,0.868875739763857,0.953531651399964,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.239744242221529
621,"'00","1st","Base","33","Braves","Tom Glavine","450","","Starter","","L",NA,NA,NA,NA,4,15,NA,7,"'4-6","'1-3","'7-12","'13-15","'16","'17-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,6,3,1,4,0,0,0,0,1.82643633906013,1.99478485698756,0.378423377156943,0.402296222664016,0.461812858649815,0.524140018739784,0.840236235806759,0.9264362414038,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.0198867140009794
622,"'00","1st","PR","33","White Sox","Sean Lowe","120","","Reliever","","R",NA,NA,NA,NA,3,16,NA,1,"'4-5","'1-3","'6-12","'13-16","'17-18","'19-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,7,4,2,2,0,0,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.441902318076563,0.511304428047569,0.810480789728165,0.905961485701645,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.168975362864374
623,"'01","1st","Base","33","Braves","Rafael Furcal","250","","SS+1","","S",9,3,NA,20,NA,NA,NA,NA,"'","'1","'2-3","'","'4-10","'11-16","'17-19","'20","'","'",NA,NA,NA,1,NA,NA,NA,"","","","","","","","","","",0,1,2,0,7,6,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.315063942576695,0.310050875579519,0.372999316005472,0.364793307086614,0.399567227285711,0.389248535465835,0.772566543291183,0.754041842552449,"Batter",-0.335553636731981
624,"'01","1st","PR","33","Phillies","Jimmy Rollins","170","","SS+3","","S",7,5,20,20,NA,NA,NA,NA,"'","'1-2","'3-4","'5","'6-9","'10-14","'15-16","'17","'18-19","'20+",NA,NA,NA,3,NA,NA,NA,"","","","","","","","","","",0,2,2,1,4,5,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.237341783030442,0.233034068001078,0.288826949384405,0.281102362204724,0.373077287440524,0.359660976068491,0.661904236824929,0.640763338273215,"Batter",-1.13591177027366
625,"'01","UL","Base","33","Braves","Rafael Furcal","250","","SS+1","","S",9,3,NA,20,NA,NA,NA,NA,"'","'1","'2-3","'","'4-10","'11-16","'17-19","'20","'","'",NA,NA,NA,1,NA,NA,NA,"","","","","","","","","","",0,1,2,0,7,6,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.315063942576695,0.310050875579519,0.372999316005472,0.364793307086614,0.399567227285711,0.389248535465835,0.772566543291183,0.754041842552449,"Batter",-0.335553636731981
626,"'02","UL","Base","33","Braves","Javy Lopez","150","","C+5","","R",10,7,19,11,NA,NA,NA,NA,"'","'1-2","'3-6","'7","'8-10","'11-17","'","'18","'","'19+",5,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,4,1,3,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.287115416753137,0.283676142588891,0.340395006839945,0.334119094488189,0.451239864786964,0.440883623462508,0.791634871626909,0.775002717950697,"Batter",-0.197643157871723
627,"'00","1st","Base","34","Braves","Jose Hernandez","230","","SS+3","","R",7,3,1820,15,NA,NA,NA,NA,"'","'1-2","'3","'","'4-7","'8-15","'16","'17","'","'18-20",NA,NA,NA,3,NA,NA,NA,"","","","","","","","","","",0,2,1,0,4,8,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.259687029268472,0.254293910520763,0.306703146374829,0.298110236220473,0.412181468357077,0.39686570047794,0.718884614731906,0.694975936698412,"Batter",-0.723804790341572
628,"'00","1st","PR","34","White Sox","Jose Valentin","220","","SS+1","","S",7,4,1820,15,NA,NA,NA,NA,"'","'1","'","'2-4","'5-13","'14-15","'","'16-17","'","'18-20",NA,NA,NA,1,NA,NA,NA,"","","","","","","","","","",0,1,0,3,9,2,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.228200545933066,0.224336859697571,0.297765047879617,0.289606299212598,0.442144412176253,0.425373216583881,0.73990946005587,0.714979515796479,"Batter",-0.571743926088553
629,"'01","1st","Base","34","Braves","Andres Galarraga","300","","1B+0","","R",8,3,1720,15,NA,NA,NA,NA,"'","'1-2","'3","'","'4-6","'7-14","'","'15-16","'","'17-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,1,0,3,8,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.295929503887498,0.290442781762864,0.33985123119015,0.331451771653543,0.517360269353139,0.500792625863718,0.85721150054329,0.832244397517261,"Batter",0.276635663882952
630,"'01","1st","PR","34","Expos","Carl Pavano","400","","Starter","","R",NA,NA,NA,NA,2,17,NA,6,"'1-3","'4-6","'7-13","'14-17","'18","'19-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,7,4,1,2,0,0,0,0,1.7150059163574,1.91024363473564,0.363733566146261,0.392017892644135,0.490462804426961,0.563037120809086,0.854196370573222,0.955055013453222,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.106668660136834
631,"'02","UL","Base","34","Braves","Greg Maddux","560","","Starter","","R",NA,NA,NA,NA,4,17,26,7,"'1-3","'4-7","'8-14","'15-17","'","'18-25","'","'","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,7,3,0,3,0,0,0,0,1.32195677747279,1.48424578942509,0.305869967132293,0.334118621603711,0.417898952582263,0.482750699854335,0.723768919714556,0.816869321458046,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",1.07571926930585
